Comparison_Segment_ID,Sensor_Sat,Sensor,Satellite,Section,Match_Key,Start_Date,End_Date,Start_Day_Label,End_Day_Label,Start_Abs_Day_365,End_Abs_Day_365,Duration_Days,Exact_Category,Dataset_Category,Selection_Flags,NNJA_Active,ERA5_Active,ERA_Interim_Active,NNJA_Codes,ERA5_Codes,ERA_Interim_Codes,ERA_Visible_Colors,NNJA_Source_Kinds,NNJA_Segment_IDs,ERA5_Segment_IDs,ERA_Interim_Segment_IDs,ERA_Extended_Post_2019,Beyond_ERA_Source_Edge,Derived_Replacement_Satellite,Replacement_From,Extension_Action,Validation_Basis,Validation_Source_URLs,ERA_Source_Right_Edge_Day_Label,ERA_Source_Right_Edge_Date_365,ERA_Interim_Period,NNJA_Source_Labels,ERA_Source_Labels,Calendar,Precision_Note
359,AMSUA (NOAA 15),AMSUA,NOAA 15,Microwave sounders,AMSUA|NOAA 15,2025-07-28,2025-12-31,2025-D209,2025-D365,17364,17520,157,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,9,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 15,NOAA 15 AMSUA Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
360,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2000-09-14,2000-10-25,2000-D257,2000-D298,8287,8328,42,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,10,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
361,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2000-10-26,2000-12-27,2000-D299,2000-D361,8329,8391,63,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,blue_thin,,red_thick,red,horizontal,10,,214,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
362,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2000-12-28,2000-12-28,2000-D362,2000-D362,8392,8392,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thin,grey_thick,grey_thick; red_thick,grey; red,horizontal,10,218,214; 218,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
363,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2000-12-29,2000-12-31,2000-D363,2000-D365,8393,8395,3,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thin,grey_thick,grey_thick,grey,horizontal,10,218,218,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
364,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2001-01-01,2007-02-11,2001-D001,2007-D042,8396,10627,2232,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,11,218,218,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
365,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2007-02-12,2007-02-12,2007-D043,2007-D043,10628,10628,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick; blue_thick,grey_thick,grey_thick,grey,horizontal,11; 12,218,218,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
366,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2007-02-13,2007-06-15,2007-D044,2007-D166,10629,10751,123,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,grey_thick,grey_thick,grey,horizontal,12,218,218,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
367,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2007-06-16,2007-06-16,2007-D167,2007-D167,10752,10752,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,12,218,215; 218,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
368,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2007-06-17,2007-08-05,2007-D168,2007-D217,10753,10802,50,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,black_thick,,red_thick,red,horizontal,12,,215,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
369,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2007-08-06,2007-08-19,2007-D218,2007-D231,10803,10816,14,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,12,219,215; 219,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
370,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2007-08-20,2008-01-30,2007-D232,2008-D030,10817,10980,164,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,grey_thick,grey_thick,grey,horizontal,12,219,219,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
371,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2008-01-31,2008-01-31,2008-D031,2008-D031,10981,10981,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,12,219,216; 219,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
372,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2008-02-01,2008-03-22,2008-D032,2008-D081,10982,11031,50,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,black_thick,,red_thick,red,horizontal,12,,216,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
373,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2008-03-23,2008-03-23,2008-D082,2008-D082,11032,11032,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,12,220,216; 220,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
374,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2008-03-24,2008-12-15,2008-D083,2008-D349,11033,11299,267,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,grey_thick,grey_thick,grey,horizontal,12,220,220,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
375,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2008-12-16,2008-12-16,2008-D350,2008-D350,11300,11300,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,12,220,217; 220,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
376,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2008-12-17,2009-06-26,2008-D351,2009-D177,11301,11492,192,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,black_thick,,red_thick,red,horizontal,12,,217,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
377,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2009-06-27,2011-01-07,2009-D178,2011-D007,11493,12052,560,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,12,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
378,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2011-01-08,2013-08-21,2011-D008,2013-D233,12053,13008,956,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,black_thick,green_thick,,green,horizontal,12,213,,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
379,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2013-08-22,2013-08-22,2013-D234,2013-D234,13009,13009,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,green_thick; grey_thick,grey_thick,green; grey,horizontal,12,213; 221,221,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
380,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2013-08-23,2014-06-12,2013-D235,2014-D163,13010,13303,294,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,grey_thick,grey_thick,grey,horizontal,12,221,221,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
381,AMSUA (NOAA 16),AMSUA,NOAA 16,Microwave sounders,AMSUA|NOAA 16,2014-06-13,2014-07-09,2014-D164,2014-D190,13304,13330,27,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,12,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 16,NOAA 16 AMSU-A Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
382,AMSUA (NOAA 17),AMSUA,NOAA 17,Microwave sounders,AMSUA|NOAA 17,2002-07-25,2002-07-30,2002-D206,2002-D211,8966,8971,6,ERA-Interim,ERA-Interim,ERA-Interim,False,False,True,,,red_thick,red,,,,211,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 17,NOAA 17 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
383,AMSUA (NOAA 17),AMSUA,NOAA 17,Microwave sounders,AMSUA|NOAA 17,2002-07-31,2002-09-13,2002-D212,2002-D256,8972,9016,45,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,blue_thick,,red_thick,red,horizontal,13,,211,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 17,NOAA 17 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
384,AMSUA (NOAA 17),AMSUA,NOAA 17,Microwave sounders,AMSUA|NOAA 17,2002-09-14,2002-09-14,2002-D257,2002-D257,9017,9017,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,13,212,211; 212,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 17,NOAA 17 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
385,AMSUA (NOAA 17),AMSUA,NOAA 17,Microwave sounders,AMSUA|NOAA 17,2002-09-15,2003-11-09,2002-D258,2003-D313,9018,9438,421,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,13,212,212,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 17,NOAA 17 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
386,AMSUA (NOAA 17),AMSUA,NOAA 17,Microwave sounders,AMSUA|NOAA 17,2003-11-10,2003-11-11,2003-D314,2003-D315,9439,9440,2,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,13,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 17,NOAA 17 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
387,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2005-07-14,2005-08-20,2005-D195,2005-D232,10050,10087,38,ERA-Interim,ERA-Interim,ERA-Interim,False,False,True,,,red_thick,red,,,,208,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
388,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2005-08-21,2005-09-02,2005-D233,2005-D245,10088,10100,13,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,blue_thick,,red_thick,red,horizontal,14,,208,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
389,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2005-09-03,2005-09-03,2005-D246,2005-D246,10101,10101,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,14,209,208; 209,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
390,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2005-09-04,2009-08-16,2005-D247,2009-D228,10102,11543,1442,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,14,209,209,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
391,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2009-08-17,2009-12-20,2009-D229,2009-D354,11544,11669,126,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,14,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
392,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2009-12-21,2015-03-05,2009-D355,2015-D064,11670,13569,1900,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,14,210,210,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
393,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2015-03-06,2015-04-14,2015-D065,2015-D104,13570,13609,40,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,green_thick; grey_thick,grey_thick,green; grey,horizontal,14,207; 210,210,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
394,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2015-04-15,2019-09-08,2015-D105,2019-D251,13610,15216,1607,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,14,210,210,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
395,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2019-09-09,2019-09-30,2019-D252,2019-D273,15217,15238,22,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,14,210,210,True,True,False,,cap_at_decommission; era_interim_period_cap,ERA-Interim is active only from 1979-01 through 2019-09; cap applied regardless of ERA5 extension.; NOAA-18 decommissioned on 2025-06-06 after an unrecoverable transmitter failure.,https://www.nesdis.noaa.gov/about/documents-reports/notice-of-changes/2025-notice-of-changes/decommissioning-of-noaa-18-scheduled-june-6-2025-1733-1749-utc; https://www.ospo.noaa.gov/data/messages/2025/04/MSG_20250425_1900.html,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
396,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2019-10-01,2025-06-06,2019-D274,2025-D157,15239,17312,2074,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick,grey_thick,,grey,horizontal,14,210,,True,True,False,,cap_at_decommission,NOAA-18 decommissioned on 2025-06-06 after an unrecoverable transmitter failure.,https://www.nesdis.noaa.gov/about/documents-reports/notice-of-changes/2025-notice-of-changes/decommissioning-of-noaa-18-scheduled-june-6-2025-1733-1749-utc; https://www.ospo.noaa.gov/data/messages/2025/04/MSG_20250425_1900.html,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
397,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2025-06-07,2025-07-26,2025-D158,2025-D207,17313,17362,50,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,14,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
398,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2025-07-27,2025-07-27,2025-D208,2025-D208,17363,17363,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,14; 15,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
399,AMSUA (NOAA 18),AMSUA,NOAA 18,Microwave sounders,AMSUA|NOAA 18,2025-07-28,2025-12-31,2025-D209,2025-D365,17364,17520,157,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,15,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 18,NOAA 18 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
